Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt N¹-KiÒu Phong	0	11	567	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-NhËm Doanh Doanh	0	11	568	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-Chu ChØ Nh­îc	0	11	569	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-TiÓu Long N÷	0	11	570	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-Qu¸ch T­¬ng	0	11	571	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-Hoµng Dung	0	11	572	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-Qu¸ch TÜnh	0	11	573	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-Tr­¬ng V« Kş	0	11	574	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-Tr­¬ng Tam Phong	0	11	575	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-Ngäc Thè	0	11	576	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt N¹-Kú L©n	0	11	577	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
È­ÉÙÁÖ-³õ¿úÃÅ¾¶	0	11	578	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
¹÷ÉÙÁÖ-³õ¿úÃÅ¾¶	0	11	579	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶ÉÙÁÖ-³õ¿úÃÅ¾¶	0	11	580	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶ÌìÍõ-³õ¿úÃÅ¾¶	0	11	581	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
´¸ÌìÍõ-³õ¿úÃÅ¾¶	0	11	582	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
Ç¹ÌìÍõ-³õ¿úÃÅ¾¶	0	11	583	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
½£¶ëÃ¼-³õ¿úÃÅ¾¶	0	11	584	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÕÆ¶ëÃ¼-³õ¿úÃÅ¾¶	0	11	585	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶´äÑÌ-³õ¿úÃÅ¾¶	0	11	586	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÄÚ´äÑÌ-³õ¿úÃÅ¾¶	0	11	587	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÕÆÎå¶¾-³õ¿úÃÅ¾¶	0	11	588	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶Îå¶¾-³õ¿úÃÅ¾¶	0	11	589	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
·Éµ¶ÌÆ-³õ¿úÃÅ¾¶	0	11	590	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
åó¼ıÌÆ-³õ¿úÃÅ¾¶	0	11	591	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
·ÉïÚÌÆ-³õ¿úÃÅ¾¶	0	11	592	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÕÆØ¤°ï-³õ¿úÃÅ¾¶	0	11	593	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
¹÷Ø¤°ï-³õ¿úÃÅ¾¶	0	11	594	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
Õ½ÌìÈÌ-³õ¿úÃÅ¾¶	0	11	595	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
Ä§ÌìÈÌ-³õ¿úÃÅ¾¶	0	11	596	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÆøÎäµ±-³õ¿úÃÅ¾¶	0	11	597	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
½£Îäµ±-³õ¿úÃÅ¾¶	0	11	598	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶À¥ÂØ-³õ¿úÃÅ¾¶	0	11	599	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
½£À¥ÂØ-³õ¿úÃÅ¾¶	0	11	600	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÉÙÁ¿µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
È­ÉÙÁÖ-µÇÌÃÈëÊÒ	0	11	601	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
¹÷ÉÙÁÖ-µÇÌÃÈëÊÒ	0	11	602	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶ÉÙÁÖ-µÇÌÃÈëÊÒ	0	11	603	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶ÌìÍõ-µÇÌÃÈëÊÒ	0	11	604	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
´¸ÌìÍõ-µÇÌÃÈëÊÒ	0	11	605	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
Ç¹ÌìÍõ-µÇÌÃÈëÊÒ	0	11	606	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
½£¶ëÃ¼-µÇÌÃÈëÊÒ	0	11	607	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÕÆ¶ëÃ¼-µÇÌÃÈëÊÒ	0	11	608	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶´äÑÌ-µÇÌÃÈëÊÒ	0	11	609	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÄÚ´äÑÌ-µÇÌÃÈëÊÒ	0	11	610	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÕÆÎå¶¾-µÇÌÃÈëÊÒ	0	11	611	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶Îå¶¾-µÇÌÃÈëÊÒ	0	11	612	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
·Éµ¶ÌÆ-µÇÌÃÈëÊÒ	0	11	613	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
åó¼ıÌÆ-µÇÌÃÈëÊÒ	0	11	614	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
·ÉïÚÌÆ-µÇÌÃÈëÊÒ	0	11	615	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÕÆØ¤°ï-µÇÌÃÈëÊÒ	0	11	616	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
¹÷Ø¤°ï-µÇÌÃÈëÊÒ	0	11	617	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
Õ½ÌìÈÌ-µÇÌÃÈëÊÒ	0	11	618	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
Ä§ÌìÈÌ-µÇÌÃÈëÊÒ	0	11	619	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÆøÎäµ±-µÇÌÃÈëÊÒ	0	11	620	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
½£Îäµ±-µÇÌÃÈëÊÒ	0	11	621	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶À¥ÂØ-µÇÌÃÈëÊÒ	0	11	622	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
½£À¥ÂØ-µÇÌÃÈëÊÒ	0	11	623	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÒ»¶¨µÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
È­ÉÙÁÖ-³öÉñÈë»¯	0	11	624	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
¹÷ÉÙÁÖ-³öÉñÈë»¯	0	11	625	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶ÉÙÁÖ-³öÉñÈë»¯	0	11	626	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶ÌìÍõ-³öÉñÈë»¯	0	11	627	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
´¸ÌìÍõ-³öÉñÈë»¯	0	11	628	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
Ç¹ÌìÍõ-³öÉñÈë»¯	0	11	629	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
½£¶ëÃ¼-³öÉñÈë»¯	0	11	630	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÕÆ¶ëÃ¼-³öÉñÈë»¯	0	11	631	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶´äÑÌ-³öÉñÈë»¯	0	11	632	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÄÚ´äÑÌ-³öÉñÈë»¯	0	11	633	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÕÆÎå¶¾-³öÉñÈë»¯	0	11	634	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶Îå¶¾-³öÉñÈë»¯	0	11	635	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
·Éµ¶ÌÆ-³öÉñÈë»¯	0	11	636	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
åó¼ıÌÆ-³öÉñÈë»¯	0	11	637	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
·ÉïÚÌÆ-³öÉñÈë»¯	0	11	638	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÕÆØ¤°ï-³öÉñÈë»¯	0	11	639	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
¹÷Ø¤°ï-³öÉñÈë»¯	0	11	640	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
Õ½ÌìÈÌ-³öÉñÈë»¯	0	11	641	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
Ä§ÌìÈÌ-³öÉñÈë»¯	0	11	642	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
ÆøÎäµ±-³öÉñÈë»¯	0	11	643	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
½£Îäµ±-³öÉñÈë»¯	0	11	644	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
µ¶À¥ÂØ-³öÉñÈë»¯	0	11	645	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
½£À¥ÂØ-³öÉñÈë»¯	0	11	646	\spr\item\equip\mask\yrmj_01.spr	379	1	1	´÷ÉÏºó¼´¿ÉÒ×Èİ³É¸ÃNPCµÄÑù×Ó£¬²¢»ñµÃÇ¿´óµÄÊôĞÔÄÜÁ¦ÌáÉı¡£		100	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶	0	11	647	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - ThiÕu L©m	0	11	648	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
